ano_agricola,dsc_safra_previsao,uf,produto,id_produto,area_plantada_mil_ha,producao_mil_t,dsc_situacao_levantamento,producao_acucar_mil_t,producao_etanol_anidro_mil_l,producao_etanol_hidratado_mil_l,producao_etanol_total_mil_l,produtcao_atr_kg_t
2021/22             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,117.2,6081.3,PREVISAO                                                    ,132.5,242541,134293,376834,130.6
2021/22             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,217.4,12647.7,PREVISAO                                                    ,798.8,134084,236208,370292,116.6
2021/22             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,20.8,1468.8,PREVISAO                                                    ,100.6,35216,17487,52703,134.4
2021/22             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,522.9,31961.6,PREVISAO                                                    ,2326.8,556241.6,592838.6,1149080.2,138.5
2021/22             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,33.7,1833.4,PREVISAO                                                    ,11.1,0,125587,125587,122.2
2021/22             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,57.5,2538.4,PREVISAO                                                    ,141.9,27336,58262,85598,116.5
2021/22             ,UNICA          ,RS,CANA DE ACUCAR                          ,4238,0.7,29.7,PREVISAO                                                    ,0,0,1635.5,1635.5,93.2
2021/22             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,41.2,2205.1,PREVISAO                                                    ,97.4,19177,87672,106849,128.9
2021/22             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4168.7,298494.8,PREVISAO                                                    ,21405.9,5347976,6595760,11943736,144.3
2021/22             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,27.2,2309.4,PREVISAO                                                    ,0,90846,107691,198537,148.3
2022/23             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,304.3,19841.1,PREVISAO                                                    ,1730.9,220924,218254,439178,123.5
2022/23             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.8,218,PREVISAO                                                    ,12.1,0,5586,5586,107
2022/23             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,57.0,4657.7,PREVISAO                                                    ,87.5,132348,192318,324666,134.4
2022/23             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,47.5,2759.7,PREVISAO                                                    ,127.8,88859,87311,176170,123.7
2022/23             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,956.8,71035.4,PREVISAO                                                    ,2163.1,1277747.2,3279386.5,4557133.7,136
2022/23             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,28.3,2158.1,PREVISAO                                                    ,26.1,146111,12857,158968,136.1
2022/23             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,896.4,70537.9,PREVISAO                                                    ,4501.9,1201283.2,1438226.9,2639510.1,138.7
2022/23             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,636.0,44627.1,PREVISAO                                                    ,1500.3,1312029,2055565,3367594,131.3
2022/23             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,174.7,15876.6,PREVISAO                                                    ,501.6,394507,749076,1143583,134.1
2022/23             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,15.5,1227,PREVISAO                                                    ,60.3,40103,12324,52427,130
2022/23             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,117.6,7302.4,PREVISAO                                                    ,169.2,284221,168229,452450,129.8
2022/23             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,237.4,14605,PREVISAO                                                    ,982.7,215017.9,183269.2,398287.1,129.6
2022/23             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,21.2,1459,PREVISAO                                                    ,101,27915,17116,45031,126.3
2022/23             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,475.4,30953.1,PREVISAO                                                    ,2218.8,596509,495298,1091807,129.2
2022/23             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,35.5,1578.2,PREVISAO                                                    ,28.7,0,109622,109622,128.1
2022/23             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,66.1,3662.3,PREVISAO                                                    ,206.9,45777.5,81799,127576.5,127.6
2022/23             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,39.6,2375.2,PREVISAO                                                    ,129.8,17024,85477,102501,123.2
2022/23             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4147.6,312879.5,PREVISAO                                                    ,22487.6,5553618,6415042,11968660,133.6
2022/23             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,27.9,2378,PREVISAO                                                    ,0,93175,111963,205138,131
2023/24             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,298.7,19675.8,PREVISAO                                                    ,1495.3,271869.4,204151,476020.4,127.1
2023/24             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.9,304,PREVISAO                                                    ,20.4,0,7805,7805,122.5
2023/24             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,65.7,5950.5,PREVISAO                                                    ,131.2,175243.9,220506.4,395750.3,134.7
2023/24             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,48.7,2815.6,PREVISAO                                                    ,150.6,106991,8239,115230,121.9
2023/24             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,954.8,76600.6,PREVISAO                                                    ,2719.2,1243421.7,3506169.9,4749591.6,137.3
2023/24             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,29.3,2078.2,PREVISAO                                                    ,19.5,136583.2,24104.6,160687.8,134.1
2023/24             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,929.2,81376.5,PREVISAO                                                    ,5481.6,1359436.5,1946597,3306033.5,137.2
2023/24             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,629.9,50771.7,PREVISAO                                                    ,2209.5,847747.4,2027989,2875736.4,133.6
2023/24             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,194.1,17663.3,PREVISAO                                                    ,539.3,364060.8,740085.1,1104145.9,135.4
2023/24             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,16.9,1276,PREVISAO                                                    ,78.8,37172,12590,49762,130
2023/24             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,125.6,7605.7,PREVISAO                                                    ,228,211758,151299,363057,124.4
2023/24             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,233.7,13810.2,PREVISAO                                                    ,969.5,139090.2,192747.2,331837.4,123.6
2023/24             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,20.3,1302,PREVISAO                                                    ,97.5,32842,14319,47161,131.5
2023/24             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,524.4,38730.9,PREVISAO                                                    ,2890.6,818432.2,541181.4,1359613.6,128.9
2023/24             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,29.7,1425.3,PREVISAO                                                    ,33.7,0,82005,82005,118.2
2023/24             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,66.7,3519.6,PREVISAO                                                    ,218.7,39155,97468.6,136623.6,127.5
2023/24             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,43.1,2535.9,PREVISAO                                                    ,133.5,17400,93739,111139,123.9
2023/24             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4091.2,383409.5,PREVISAO                                                    ,28261.9,6141160.2,7683590,13824750.2,135.4
2023/24             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,28.2,2363,PREVISAO                                                    ,0,106940,85654,192594,127
2024/25             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,292.5,18588.2,PREVISAO                                                    ,1648.3,210046.9,237483.7,447530.6,137.6
2024/25             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.8,351,PREVISAO                                                    ,21,0,8104,8104,122.5
2024/25             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,76.9,6528.5,PREVISAO                                                    ,287.2,145700,189956,335656,134.6
2024/25             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,55.7,3219.9,PREVISAO                                                    ,189.6,93030,38074,131104,120.4
2024/25             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,969.7,78579.2,PREVISAO                                                    ,2957.3,1053171.8,3823482.7,4876654.5,137
2024/25             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,29.3,2145.6,PREVISAO                                                    ,28.6,159150.3,20765.7,179916,135
2024/25             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,1023.8,86154.7,PREVISAO                                                    ,5550.1,1206553,2205995.8,3412548.8,138.5
2024/25             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,674.4,49278,PREVISAO                                                    ,2699.2,772482,2034112,2806594.1,133
2024/25             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,218.0,17962.1,PREVISAO                                                    ,578.4,425677.8,678519.5,1104197.3,135.6
2024/25             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,16.7,1312,PREVISAO                                                    ,76.7,38247,12045,50292,130.9
2024/25             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,127.3,7486.6,PREVISAO                                                    ,308,174467,157745,332212,129.5
2024/25             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,242.0,14334.5,PREVISAO                                                    ,1180.7,138315.3,199337.5,337652.8,133.1
2024/25             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,21.5,1292,PREVISAO                                                    ,111.1,15369,15369,30738,131
2024/25             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,497.1,35719.6,PREVISAO                                                    ,2760.7,554083.5,624697.9,1178781.4,131.7
2024/25             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,35.0,1751.4,PREVISAO                                                    ,48,0,100500,100500,130.5
2024/25             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,81.6,4092.8,PREVISAO                                                    ,251.4,18878,125112,143990,127.9
2024/25             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,44.8,2139.3,PREVISAO                                                    ,121.4,15000,82500,97500,129.8
2024/25             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4413.2,353547.4,PREVISAO                                                    ,26035.9,5347010.9,8200780.7,13547791.5,139.1
2024/25             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,30.5,2576,PREVISAO                                                    ,0,100000,114250,214250,126
2025/26             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,293.1,18232,PREVISAO                                                    ,1539.5,188717,238304.2,427021.2,130.2
2025/26             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.7,325,PREVISAO                                                    ,19.9,0,7069,7069,110
2025/26             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,76.9,6362.9,PREVISAO                                                    ,147.7,136500,213685,350185,126.9
2025/26             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,56.7,3501.8,PREVISAO                                                    ,198,94764,29000,123764,121
2025/26             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,1027.9,80426.1,PREVISAO                                                    ,2793,1250067.3,3586577.8,4836645.1,133.8
2025/26             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,30.9,2161.8,PREVISAO                                                    ,24.5,139931,22860,162791,135.5
2025/26             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,1036.5,79646.3,PREVISAO                                                    ,5653.5,1228081,1573278.5,2801359.6,132.6
2025/26             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,715.9,52381.8,PREVISAO                                                    ,2504.8,956269.1,1806300.6,2762569.7,132.2
2025/26             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,217.1,18222.5,PREVISAO                                                    ,605.7,424429.2,741435.2,1165864.3,132.8
2025/26             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,17.8,1489.3,PREVISAO                                                    ,82.7,41941,13597,55538,130
2025/26             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,126.0,7249.8,PREVISAO                                                    ,320.6,151954,206603,358557,124.5
2025/26             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,234.5,13800.5,PREVISAO                                                    ,1063.2,130523,209536,340059,131.3
2025/26             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,20.6,1038.6,PREVISAO                                                    ,111.1,11520.3,19217.7,30738,131
2025/26             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,499.7,36198.2,PREVISAO                                                    ,2859,545614.2,628503.9,1174118.2,131.5
2025/26             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,34.4,1694,PREVISAO                                                    ,22.4,0,105300,105300,113.4
2025/26             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,81.6,4092.8,PREVISAO                                                    ,251.4,18878,125112,143990,130.5
2025/26             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,44.5,2122.8,PREVISAO                                                    ,119.7,14700,82386,97086,130
2025/26             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4425.4,335312.8,PREVISAO                                                    ,26701.7,5060985.4,6382231.6,11443217,134.9
2025/26             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,31.6,2186.3,PREVISAO                                                    ,0,80035.3,85504.1,165539.4,128
