ano;mes;municipio;cod_ibge;uf;regiao;valor_formalizado;valor_executado;valor_devolvido
2023,0;10,0;FLEXEIRAS-AL                                      ;2702801                       ;AL        ;NORDESTE            ;164803,2;133824,61;14644,5
2023,0;10,0;IBATEGUARA-AL                                     ;2703007                       ;AL        ;NORDESTE            ;149982,6;149982,6;41870,6
2023,0;10,0;JOAQUIM GOMES-AL                                  ;2703809                       ;AL        ;NORDESTE            ;824931,0199999994;809932,7094999999;794112,120000001
2023,0;10,0;MAJOR ISIDORO-AL                                  ;2704401                       ;AL        ;NORDESTE            ;164886,24;134908,14897;2352,78
2023,0;10,0;MINADOR DO NEGRÃO-AL                              ;2705309                       ;AL        ;NORDESTE            ;314778,6799999999;254819,47635;197071,6500000001
2023,0;10,0;OLHO D'ÁGUA DAS FLORES-AL                         ;2705705                       ;AL        ;NORDESTE            ;509946,7599999998;509946,82531;8209,78
2023,0;10,0;PALESTINA-AL                                      ;2706208                       ;AL        ;NORDESTE            ;302399,83;259447,48;0,0
2023,0;10,0;PALMEIRA DOS ÍNDIOS-AL                            ;2706307                       ;AL        ;NORDESTE            ;641628,8000000003;641628,8000000003;484509,1099999996
2023,0;10,0;PASSO DE CAMARAGIBE-AL                            ;2706505                       ;AL        ;NORDESTE            ;232999,32;232961,97;0,0
2023,0;10,0;PORTO CALVO-AL                                    ;2707305                       ;AL        ;NORDESTE            ;374881,05;374881,05;150451,5
2023,0;10,0;SANTANA DO MUNDAÚ-AL                              ;2708105                       ;AL        ;NORDESTE            ;1274770,089999999;1244730,8099999991;118034,2899999999
2023,0;10,0;TAQUARANA-AL                                      ;2709103                       ;AL        ;NORDESTE            ;374797,34;374797,34;89927,19
2023,0;10,0;UNIÃO DOS PALMARES-AL                             ;2709301                       ;AL        ;NORDESTE            ;869603,0199999994;869603,0199999997;144628,6499999999
2023,0;10,0;BERURI-AM                                         ;1300631                       ;AM        ;NORTE               ;2579522,26;1034527,8999999999;67780,64
2023,0;10,0;ITACOATIARA-AM                                    ;1301902                       ;AM        ;NORTE               ;164978,02;164978,02;227,7
2023,0;10,0;MANACAPURU-AM                                     ;1302504                       ;AM        ;NORTE               ;2441499,119999998;2381232,56;170712,0800000007
2023,0;10,0;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE               ;2159315,229999997;1689149,829999999;61634,1
2023,0;10,0;PARINTINS-AM                                      ;1303403                       ;AM        ;NORTE               ;1499660,1200000008;1458756,360000001;7613649,199999985
2023,0;10,0;SÃO GABRIEL DA CACHOEIRA-AM                       ;1303809                       ;AM        ;NORTE               ;456498,48;441303,61075;0,0
2023,0;10,0;TABATINGA-AM                                      ;1304062                       ;AM        ;NORTE               ;113444,42;106074,38;0,0
2023,0;10,0;TEFÉ-AM                                           ;1304203                       ;AM        ;NORTE               ;329858,48;329858,48;2722,72
2023,0;10,0;ALMADINA-BA                                       ;2900900                       ;BA        ;NORDESTE            ;80861,31;80861,31;0,0
2023,0;10,0;ARAÇAS-BA                                         ;2902054                       ;BA        ;NORDESTE            ;258140,93;258114,15;0,0
2023,0;10,0;BELMONTE-BA                                       ;2903409                       ;BA        ;NORDESTE            ;238028,6;237994,95;0,0
2023,0;10,0;BIRITINGA-BA                                      ;2903607                       ;BA        ;NORDESTE            ;270000,0;269999,98688;0,0
2023,0;10,0;BOM JESUS DA LAPA-BA                              ;2903904                       ;BA        ;NORDESTE            ;701481,5500000002;117119,94411;3,12
2023,0;10,0;CAÉM-BA                                           ;2905107                       ;BA        ;NORDESTE            ;470341,1599999998;0,0;0,0
2023,0;10,0;CAMACAN-BA                                        ;2905602                       ;BA        ;NORDESTE            ;189363,0;189362,09;0,0
2023,0;10,0;CAMAÇARI-BA                                       ;2905701                       ;BA        ;NORDESTE            ;284073,81;284073,9382499999;17304,63
2023,0;10,0;CASA NOVA-BA                                      ;2907202                       ;BA        ;NORDESTE            ;831705,4400000001;825997,1209999999;0,0
2023,0;10,0;CÍCERO DANTAS-BA                                  ;2907806                       ;BA        ;NORDESTE            ;194997,8;194964,73;0,0
2023,0;10,0;COARACI-BA                                        ;2908002                       ;BA        ;NORDESTE            ;148445,45;148445,43365;0,0
2023,0;10,0;CORIBE-BA                                         ;2909109                       ;BA        ;NORDESTE            ;149593,8;134995,53735;0,0
2023,0;10,0;DIAS D'ÁVILA-BA                                   ;2910057                       ;BA        ;NORDESTE            ;299994,85;193323,423;0,0
2023,0;10,0;FEIRA DE SANTANA-BA                               ;2910800                       ;BA        ;NORDESTE            ;148500,0;116699,99948;0,0
2023,0;10,0;FILADÉLFIA-BA                                     ;2910859                       ;BA        ;NORDESTE            ;47534,45;47514,19;0,0
2023,0;10,0;IBIPEBA-BA                                        ;2912400                       ;BA        ;NORDESTE            ;824404,1699999997;524479,25;0,0
2023,0;10,0;IBIRAPITANGA-BA                                   ;2912707                       ;BA        ;NORDESTE            ;434963,0;434936,0800000001;0,0
2023,0;10,0;IBITITÁ-BA                                        ;2913101                       ;BA        ;NORDESTE            ;250746,62;250746,62;0,0
2023,0;10,0;IBOTIRAMA-BA                                      ;2913200                       ;BA        ;NORDESTE            ;93660,24;93417,37;0,0
2023,0;10,0;ILHÉUS-BA                                         ;2913606                       ;BA        ;NORDESTE            ;490795,0999999999;490784,3194999999;0,0
2023,0;10,0;IRARÁ-BA                                          ;2914505                       ;BA        ;NORDESTE            ;124998,44;124998,3657;0,0
2023,0;10,0;ITACARÉ-BA                                        ;2914901                       ;BA        ;NORDESTE            ;207114,7;207077,38;0,0
2023,0;10,0;ITAGIMIRIM-BA                                     ;2915304                       ;BA        ;NORDESTE            ;299997,8;299981,3;0,0
2023,0;10,0;ITAGUAÇU DA BAHIA-BA                              ;2915353                       ;BA        ;NORDESTE            ;2280386,8800000013;2235386,78736;505944,1599999996
2023,0;10,0;ITAJU DO COLÔNIA-BA                               ;2915403                       ;BA        ;NORDESTE            ;914954,01;914922,3999999999;0,0
2023,0;10,0;JACOBINA-BA                                       ;2917508                       ;BA        ;NORDESTE            ;884996,7;402470,4280000001;0,0
2023,0;10,0;JEQUIÉ-BA                                         ;2918001                       ;BA        ;NORDESTE            ;179671,05;127185,4692;0,0
2023,0;10,0;JITAÚNA-BA                                        ;2918308                       ;BA        ;NORDESTE            ;134999,88;104966,25;0,0
2023,0;10,0;LAPÃO-BA                                          ;2919157                       ;BA        ;NORDESTE            ;651946,7;637946,7852500003;1,32
2023,0;10,0;MALHADA-BA                                        ;2920205                       ;BA        ;NORDESTE            ;465996,84;397886,00881;0,0
2023,0;10,0;MARAÚ-BA                                          ;2920700                       ;BA        ;NORDESTE            ;1117493,88;990486,5000000001;0,0
2023,0;10,0;MUQUÉM DE SÃO FRANCISCO-BA                        ;2922250                       ;BA        ;NORDESTE            ;314963,88;314961,13113;0,0
2023,0;10,0;OURIÇANGAS-BA                                     ;2923308                       ;BA        ;NORDESTE            ;419482,1000000001;0,0;0,0
2023,0;10,0;PARATINGA-BA                                      ;2923704                       ;BA        ;NORDESTE            ;574564,1799999997;554807,41645;161995,2299999999
2023,0;10,0;PAU BRASIL-BA                                     ;2923902                       ;BA        ;NORDESTE            ;403595,55;403589,20021;0,0
2023,0;10,0;PORTO SEGURO-BA                                   ;2925303                       ;BA        ;NORDESTE            ;575497,3200000001;575045,6351;0,0
2023,0;10,0;RIACHÃO DO JACUÍPE-BA                             ;2926301                       ;BA        ;NORDESTE            ;88150,98;88150,90848;0,0
2023,0;10,0;RIACHO DE SANTANA-BA                              ;2926400                       ;BA        ;NORDESTE            ;704931,0999999993;693035,5874791899;0,0
2023,0;10,0;RIBEIRÃO DO LARGO-BA                              ;2926657                       ;BA        ;NORDESTE            ;290937,23;290918,65403;0,0
2023,0;10,0;SANTA CRUZ CABRÁLIA-BA                            ;2927705                       ;BA        ;NORDESTE            ;360108,95;321313,05;0,0
2023,0;10,0;SANTA LUZIA-BA                                    ;2928059                       ;BA        ;NORDESTE            ;79989,7;79989,7;0,0
2023,0;10,0;SÃO FÉLIX DO CORIBE-BA                            ;2929057                       ;BA        ;NORDESTE            ;564856,94;554174,21171;0,0
2023,0;10,0;SAPEAÇU-BA                                        ;2929602                       ;BA        ;NORDESTE            ;629797,1000000001;614009,21916;0,0
2023,0;10,0;SERRA DO RAMALHO-BA                               ;2930154                       ;BA        ;NORDESTE            ;1429427,7299999995;1414441,3695999992;1095269,6399999997
2023,0;10,0;SERRA DOURADA-BA                                  ;2930303                       ;BA        ;NORDESTE            ;719375,4800000001;719375,1622500004;44,28
2023,0;10,0;TEOFILÂNDIA-BA                                    ;2931509                       ;BA        ;NORDESTE            ;173134,48;173134,4766;0,24
2023,0;10,0;TEOLÂNDIA-BA                                      ;2931608                       ;BA        ;NORDESTE            ;73478,34;17772,58;0,0
2023,0;10,0;UMBURANAS-BA                                      ;2932457                       ;BA        ;NORDESTE            ;269988,29;269981,3039999999;0,0
2023,0;10,0;URUÇUCA-BA                                        ;2932705                       ;BA        ;NORDESTE            ;270000,0;239996,85234;0,0
2023,0;10,0;CANINDÉ-CE                                        ;2302800                       ;CE        ;NORDESTE            ;299805,04;164872,93;0,0
2023,0;10,0;CHOROZINHO-CE                                     ;2303956                       ;CE        ;NORDESTE            ;1078757,29;840113,7915800001;0,0
2023,0;10,0;JAGUARIBE-CE                                      ;2306900                       ;CE        ;NORDESTE            ;209785,68;194805,4049399999;0,0
2023,0;10,0;MOMBAÇA-CE                                        ;2308500                       ;CE        ;NORDESTE            ;239898,02;238888,7999999999;0,0
2023,0;10,0;PORTEIRAS-CE                                      ;2311108                       ;CE        ;NORDESTE            ;79678,14;77669,54;0,0
2023,0;10,0;SANTANA DO ACARAÚ-CE                              ;2312007                       ;CE        ;NORDESTE            ;427806,62;384938,0900000001;0,0
2023,0;10,0;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE        ;268805,3;31674,67385;0,0
2023,0;10,0;ACREÚNA-GO                                        ;5200134                       ;GO        ;CENTRO-OESTE        ;284985,36;284985,2962;678928,52
2023,0;10,0;ARAGOIÂNIA-GO                                     ;5201801                       ;GO        ;CENTRO-OESTE        ;239911,42;239905,65956;0,0
2023,0;10,0;AURILÂNDIA-GO                                     ;5202601                       ;GO        ;CENTRO-OESTE        ;314839,5299999999;299629,7139699999;0,0
2023,0;10,0;BELA VISTA DE GOIÁS-GO                            ;5203302                       ;GO        ;CENTRO-OESTE        ;604790,64;604704,96;126753,12
2023,0;10,0;DOVERLÂNDIA-GO                                    ;5207253                       ;GO        ;CENTRO-OESTE        ;134996,73;134996,65765;0,0
2023,0;10,0;FORMOSA-GO                                        ;5208004                       ;GO        ;CENTRO-OESTE        ;765000,0;734925,3241000001;0,0
2023,0;10,0;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE        ;329981,52;329977,98396;0,0
2023,0;10,0;IPAMERI-GO                                        ;5210109                       ;GO        ;CENTRO-OESTE        ;1109880,9100000004;1109867,18104;0,0
2023,0;10,0;ITABERAÍ-GO                                       ;5210406                       ;GO        ;CENTRO-OESTE        ;469998,78;469998,5349;0,0
2023,0;10,0;MINAÇU-GO                                         ;5213087                       ;GO        ;CENTRO-OESTE        ;149995,78;149972,38;0,0
2023,0;10,0;ORIZONA-GO                                        ;5215306                       ;GO        ;CENTRO-OESTE        ;209737,5;209737,48016;0,0
2023,0;10,0;PEROLÂNDIA-GO                                     ;5216452                       ;GO        ;CENTRO-OESTE        ;149975,52;119968,38491;0,0
2023,0;10,0;SÃO LUÍZ DO NORTE-GO                              ;5220157                       ;GO        ;CENTRO-OESTE        ;104841,31;104841,31;41436,92
2023,0;10,0;URUTAÍ-GO                                         ;5221809                       ;GO        ;CENTRO-OESTE        ;329989,85;329988,76234;0,0
2023,0;10,0;ALCÂNTARA-MA                                      ;2100204                       ;MA        ;NORDESTE            ;742739,7899999999;446544,2680600001;0,0
2023,0;10,0;BACURI-MA                                         ;2101301                       ;MA        ;NORDESTE            ;1458703,51;1156805,0127600003;0,0
2023,0;10,0;BARREIRINHAS-MA                                   ;2101707                       ;MA        ;NORDESTE            ;524985,3200000001;524954,7999999999;0,0
2023,0;10,0;BEQUIMÃO-MA                                       ;2101905                       ;MA        ;NORDESTE            ;320353,14;320345,01828;0,0
2023,0;10,0;CAJAPIÓ-MA                                        ;2102408                       ;MA        ;NORDESTE            ;92009,0;0,0;0,0
2023,0;10,0;CARUTAPERA-MA                                     ;2102903                       ;MA        ;NORDESTE            ;239995,38;0,0;0,0
2023,0;10,0;CODÓ-MA                                           ;2103307                       ;MA        ;NORDESTE            ;837581,5200000001;796228,15381;865069,8799999997
2023,0;10,0;CURURUPU-MA                                       ;2103703                       ;MA        ;NORDESTE            ;692703,78;626170,9720000002;990396,8799999992
2023,0;10,0;DOM PEDRO-MA                                      ;2103802                       ;MA        ;NORDESTE            ;254991,46;194993,169;49723,57
2023,0;10,0;GUIMARÃES-MA                                      ;2104909                       ;MA        ;NORDESTE            ;781631,39;696312,5332999998;0,0
2023,0;10,0;ITAPECURU MIRIM-MA                                ;2105401                       ;MA        ;NORDESTE            ;1461593,3699999999;1280895,0209799998;13586,0
2023,0;10,0;JENIPAPO DOS VIEIRAS-MA                           ;2105476                       ;MA        ;NORDESTE            ;406149,35;406070,1799999999;0,0
2023,0;10,0;MATINHA-MA                                        ;2106508                       ;MA        ;NORDESTE            ;395762,3;378697,8176299999;80788,96
2023,0;10,0;MATÕES-MA                                         ;2106607                       ;MA        ;NORDESTE            ;114734,07;114661,29;0,0
2023,0;10,0;MIRINZAL-MA                                       ;2106805                       ;MA        ;NORDESTE            ;475364,2;441305,7623999999;204759,6
2023,0;10,0;PALMEIRÂNDIA-MA                                   ;2107605                       ;MA        ;NORDESTE            ;179473,11;179451,94989;300367,44
2023,0;10,0;PARNARAMA-MA                                      ;2107803                       ;MA        ;NORDESTE            ;238212,54;0,0;0,0
2023,0;10,0;PINHEIRO-MA                                       ;2108603                       ;MA        ;NORDESTE            ;149662,03;149612,51;0,0
2023,0;10,0;PRESIDENTE MÉDICI-MA                              ;2109239                       ;MA        ;NORDESTE            ;203539,03;118977,5684;0,0
2023,0;10,0;ROSÁRIO-MA                                        ;2109601                       ;MA        ;NORDESTE            ;990793,1200000001;990547,7877599996;0,0
2023,0;10,0;SANTA RITA-MA                                     ;2110203                       ;MA        ;NORDESTE            ;199998,58;99987,22566;22647,2
2023,0;10,0;SÃO BENTO-MA                                      ;2110500                       ;MA        ;NORDESTE            ;72500,0;22465,31406;0,0
2023,0;10,0;SERRANO DO MARANHÃO-MA                            ;2111789                       ;MA        ;NORDESTE            ;764986,6099999999;764913,6762499999;22535,5
2023,0;10,0;TURILÂNDIA-MA                                     ;2112456                       ;MA        ;NORDESTE            ;569998,1;539994,2919999999;0,0
2023,0;10,0;VARGEM GRANDE-MA                                  ;2112704                       ;MA        ;NORDESTE            ;719996,8399999996;704905,6400000001;1167094,2000000007
2023,0;10,0;VIANA-MA                                          ;2112803                       ;MA        ;NORDESTE            ;161924,02;3572,7;0,0
2023,0;10,0;ZÉ DOCA-MA                                        ;2114007                       ;MA        ;NORDESTE            ;269993,03;269979,83;208952,64
2023,0;10,0;BOCAIÚVA-MG                                       ;3107307                       ;MG        ;SUDESTE             ;179324,8;179324,8;74687,04
2023,0;10,0;BONITO DE MINAS-MG                                ;3108255                       ;MG        ;SUDESTE             ;92197,13;92197,16927;57172,29
2023,0;10,0;CARATINGA-MG                                      ;3113404                       ;MG        ;SUDESTE             ;222839,56;222839,56786;311159,7
2023,0;10,0;COLUNA-MG                                         ;3116803                       ;MG        ;SUDESTE             ;100000,0;100000,0;0,0
2023,0;10,0;DIAMANTINA-MG                                     ;3121605                       ;MG        ;SUDESTE             ;97276,41;96471,44029;0,0
2023,0;10,0;ESPINOSA-MG                                       ;3124302                       ;MG        ;SUDESTE             ;817301,79;790016,25777;0,0
2023,0;10,0;FRANCISCÓPOLIS-MG                                 ;3126752                       ;MG        ;SUDESTE             ;481237,73;481236,39143;0,0
2023,0;10,0;FREI INOCÊNCIO-MG                                 ;3126901                       ;MG        ;SUDESTE             ;209540,92;179606,5136900001;0,0
2023,0;10,0;FREI LAGONEGRO-MG                                 ;3126950                       ;MG        ;SUDESTE             ;494646,36;477646,36;576197,2399999991
2023,0;10,0;INHAPIM-MG                                        ;3130903                       ;MG        ;SUDESTE             ;389957,4699999999;374957,4890999999;271578,74
2023,0;10,0;ITAIPÉ-MG                                         ;3132305                       ;MG        ;SUDESTE             ;355784,5;316830,73412;0,0
2023,0;10,0;ITAMBACURI-MG                                     ;3132701                       ;MG        ;SUDESTE             ;370068,52;327559,39205;354156,2999999999
2023,0;10,0;ITINGA-MG                                         ;3134004                       ;MG        ;SUDESTE             ;57048,99;10208,50476;0,0
2023,0;10,0;JAÍBA-MG                                          ;3135050                       ;MG        ;SUDESTE             ;1346857,6900000002;1318596,6526400005;707188,4600000002
2023,0;10,0;JAMPRUCA-MG                                       ;3135076                       ;MG        ;SUDESTE             ;524989,61;509964,63278;0,0
2023,0;10,0;JANUÁRIA-MG                                       ;3135209                       ;MG        ;SUDESTE             ;374205,9300000001;209856,0235799999;0,0
2023,0;10,0;JURAMENTO-MG                                      ;3136801                       ;MG        ;SUDESTE             ;559893,97;309074,591;0,0
2023,0;10,0;OLHOS-D'ÁGUA-MG                                   ;3145455                       ;MG        ;SUDESTE             ;889487,78;669863,2700000001;0,0
2023,0;10,0;OURO VERDE DE MINAS-MG                            ;3146206                       ;MG        ;SUDESTE             ;237668,84;237604,19;0,0
2023,0;10,0;PALMÓPOLIS-MG                                     ;3146750                       ;MG        ;SUDESTE             ;194933,05;128140,53564;0,0
2023,0;10,0;PASSA TEMPO-MG                                    ;3147709                       ;MG        ;SUDESTE             ;104403,4;104403,37409;0,0
2023,0;10,0;PEÇANHA-MG                                        ;3148608                       ;MG        ;SUDESTE             ;134999,95;134999,97306;59832,27
2023,0;10,0;PERDÕES-MG                                        ;3149903                       ;MG        ;SUDESTE             ;280840,47;237072,4268;0,0
2023,0;10,0;PIEDADE DE CARATINGA-MG                           ;3150158                       ;MG        ;SUDESTE             ;884984,9600000001;807069,18603;0,0
2023,0;10,0;PRESIDENTE KUBITSCHEK-MG                          ;3153301                       ;MG        ;SUDESTE             ;299969,99;299969,9231599999;0,0
2023,0;10,0;RIO ESPERA-MG                                     ;3155207                       ;MG        ;SUDESTE             ;329884,15;314884,15;324595,1099999999
2023,0;10,0;RIO VERMELHO-MG                                   ;3156007                       ;MG        ;SUDESTE             ;89121,65;77479,94884;0,0
2023,0;10,0;SANTA MARIA DO SUAÇUÍ-MG                          ;3158201                       ;MG        ;SUDESTE             ;105840,0;86015,279;0,0
2023,0;10,0;SÃO JOÃO DA PONTE-MG                              ;3162401                       ;MG        ;SUDESTE             ;209982,62;149840,71141;0,0
2023,0;10,0;SÃO JOÃO DAS MISSÕES-MG                           ;3162450                       ;MG        ;SUDESTE             ;151340,17;71203,0554;0,0
2023,0;10,0;SÃO JOSÉ DO JACURI-MG                             ;3163508                       ;MG        ;SUDESTE             ;1548353,1599999997;1490176,2099999993;1201974,7499999986
2023,0;10,0;SÃO PEDRO DO SUAÇUÍ-MG                            ;3164100                       ;MG        ;SUDESTE             ;44999,89;44999,88004;0,0
2023,0;10,0;SÃO SEBASTIÃO DO PARAÍSO-MG                       ;3164704                       ;MG        ;SUDESTE             ;240807,58;240807,58117;228557,1800000001
2023,0;10,0;SIMONÉSIA-MG                                      ;3167608                       ;MG        ;SUDESTE             ;188992,48;188992,42528;284920,4599999999
2023,0;10,0;UBAÍ-MG                                           ;3170008                       ;MG        ;SUDESTE             ;734363,2899999999;620872,6484999999;0,0
2023,0;10,0;UBAPORANGA-MG                                     ;3170057                       ;MG        ;SUDESTE             ;210000,0;164998,04565;0,0
2023,0;10,0;IGUATEMI-MS                                       ;5004304                       ;MS        ;CENTRO-OESTE        ;239965,6;209994,39073;0,0
2023,0;10,0;ITAQUIRAÍ-MS                                      ;5004601                       ;MS        ;CENTRO-OESTE        ;299966,24;299961,33412;105294,7
2023,0;10,0;SIDROLÂNDIA-MS                                    ;5007901                       ;MS        ;CENTRO-OESTE        ;179371,75;153875,8399;0,0
2023,0;10,0;TERENOS-MS                                        ;5008008                       ;MS        ;CENTRO-OESTE        ;382339,06;337284,2349800001;0,0
2023,0;10,0;TRÊS LAGOAS-MS                                    ;5008305                       ;MS        ;CENTRO-OESTE        ;195000,0;149971,03;0,0
2023,0;10,0;ARAPUTANGA-MT                                     ;5101258                       ;MT        ;CENTRO-OESTE        ;449999,9199999999;449999,8632;442078,8000000002
2023,0;10,0;CÁCERES-MT                                        ;5102504                       ;MT        ;CENTRO-OESTE        ;389837,4;389837,363;76,5
2023,0;10,0;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE        ;149999,5;146317,563;0,0
2023,0;10,0;JURUENA-MT                                        ;5105176                       ;MT        ;CENTRO-OESTE        ;149999,25;134999,2563;0,0
2023,0;10,0;NOVA BANDEIRANTES-MT                              ;5106158                       ;MT        ;CENTRO-OESTE        ;114756,0;99756,0357;139873,77
2023,0;10,0;NOVA MONTE VERDE-MT                               ;5108956                       ;MT        ;CENTRO-OESTE        ;340766,58;340760,53181;0,0
2023,0;10,0;SÃO JOSÉ DOS QUATRO MARCOS-MT                     ;5107107                       ;MT        ;CENTRO-OESTE        ;1576563,0000000002;1267063,9824;3116376,120000002
2023,0;10,0;TERRA NOVA DO NORTE-MT                            ;5108055                       ;MT        ;CENTRO-OESTE        ;179990,32;179990,32;70486,08
2023,0;10,0;AFUÁ-PA                                           ;1500305                       ;PA        ;NORTE               ;749999,6;629999,71641;0,0
2023,0;10,0;ALTAMIRA-PA                                       ;1500602                       ;PA        ;NORTE               ;1499999,9199999962;1499940,2323999992;0,0
2023,0;10,0;BAIÃO-PA                                          ;1501204                       ;PA        ;NORTE               ;524997,76;524983,1729799999;0,0
2023,0;10,0;BARCARENA-PA                                      ;1501303                       ;PA        ;NORTE               ;143997,96;107965,59;0,0
2023,0;10,0;CAMETÁ-PA                                         ;1502103                       ;PA        ;NORTE               ;469457,1800000001;409441,1813400001;0,0
2023,0;10,0;GARRAFÃO DO NORTE-PA                              ;1503077                       ;PA        ;NORTE               ;72399,6;72163,6;0,0
2023,0;10,0;GURUPÁ-PA                                         ;1503101                       ;PA        ;NORTE               ;269999,96;239502,747;0,0
2023,0;10,0;MONTE ALEGRE-PA                                   ;1504802                       ;PA        ;NORTE               ;149997,7;104935,701;0,0
2023,0;10,0;ÓBIDOS-PA                                         ;1505106                       ;PA        ;NORTE               ;611999,54;611231,1099999999;0,0
2023,0;10,0;OEIRAS DO PARÁ-PA                                 ;1505205                       ;PA        ;NORTE               ;667749,65;652729,69965;0,0
2023,0;10,0;ORIXIMINÁ-PA                                      ;1505304                       ;PA        ;NORTE               ;141998,51;122665,1823;0,0
2023,0;10,0;PORTEL-PA                                         ;1505809                       ;PA        ;NORTE               ;649468,1000000001;574118,52543;0,0
2023,0;10,0;SÃO DOMINGOS DO ARAGUAIA-PA                       ;1507151                       ;PA        ;NORTE               ;89682,2;0,0;0,0
2023,0;10,0;SÃO MIGUEL DO GUAMÁ-PA                            ;1507607                       ;PA        ;NORTE               ;240469,71;230405,719;0,0
2023,0;10,0;ARAÇAGI-PB                                        ;2500809                       ;PB        ;NORDESTE            ;284993,0899999999;284993,1801600001;3,61
2023,0;10,0;AREIA-PB                                          ;2501104                       ;PB        ;NORDESTE            ;434985,5599999999;434985,5699999999;316431,76
2023,0;10,0;AROEIRAS-PB                                       ;2501302                       ;PB        ;NORDESTE            ;314999,58;314999,5758;109844,91
2023,0;10,0;BELÉM DO BREJO DO CRUZ-PB                         ;2502003                       ;PB        ;NORDESTE            ;209985,6;209985,5672;20948,76
2023,0;10,0;BONITO DE SANTA FÉ-PB                             ;2502409                       ;PB        ;NORDESTE            ;269999,46;239999,44491;0,16
2023,0;10,0;BOQUEIRÃO-PB                                      ;2502508                       ;PB        ;NORDESTE            ;299998,4;299998,38171;92492,0
2023,0;10,0;CAMALAÚ-PB                                        ;2503902                       ;PB        ;NORDESTE            ;599983,72;599983,6562;56,0
2023,0;10,0;CARAÚBAS-PB                                       ;2504074                       ;PB        ;NORDESTE            ;314984,5299999999;314984,5075900001;300030,36
2023,0;10,0;CONDADO-PB                                        ;2504504                       ;PB        ;NORDESTE            ;359976,7899999999;359976,76897;230993,0399999999
2023,0;10,0;CONGO-PB                                          ;2504702                       ;PB        ;NORDESTE            ;239984,5299999999;239984,50621;57598,88
2023,0;10,0;CUITÉ-PB                                          ;2505105                       ;PB        ;NORDESTE            ;194982,79;179984,28988;9567,96
2023,0;10,0;ITABAIANA-PB                                      ;2506905                       ;PB        ;NORDESTE            ;74308,42;74308,42;95,2
2023,0;10,0;ITAPOROROCA-PB                                    ;2507101                       ;PB        ;NORDESTE            ;224989,3;209989,3619200001;47249,86
2023,0;10,0;JACARAÚ-PB                                        ;2507309                       ;PB        ;NORDESTE            ;134859,25;119868,26323;16424,64
2023,0;10,0;JERICÓ-PB                                         ;2507408                       ;PB        ;NORDESTE            ;209976,89;209976,88132;44095,8
2023,0;10,0;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE            ;492984,0099999998;492984,1068999998;9,86
2023,0;10,0;MARCAÇÃO-PB                                       ;2509057                       ;PB        ;NORDESTE            ;374997,3;374997,26064;264705,7500000001
2023,0;10,0;MONTEIRO-PB                                       ;2509701                       ;PB        ;NORDESTE            ;407361,95;347361,8726700001;0,0
2023,0;10,0;OURO VELHO-PB                                     ;2510600                       ;PB        ;NORDESTE            ;179988,51;179988,49522;32398,44
2023,0;10,0;PATOS-PB                                          ;2510808                       ;PB        ;NORDESTE            ;209976,8199999999;209976,80483;128185,96
2023,0;10,0;PEDRAS DE FOGO-PB                                 ;2511202                       ;PB        ;NORDESTE            ;275987,85;275987,82525;278,07
2023,0;10,0;PICUÍ-PB                                          ;2511400                       ;PB        ;NORDESTE            ;104996,96;104996,94224;0,0
2023,0;10,0;PITIMBU-PB                                        ;2511905                       ;PB        ;NORDESTE            ;499990,02;499989,9179599998;0,0
2023,0;10,0;REMÍGIO-PB                                        ;2512705                       ;PB        ;NORDESTE            ;149966,89;149966,9075;49188,5
2023,0;10,0;SANTANA DE MANGUEIRA-PB                           ;2513505                       ;PB        ;NORDESTE            ;254997,98;254997,9653000001;0,0
2023,0;10,0;SÃO JOSÉ DOS RAMOS-PB                             ;2514453                       ;PB        ;NORDESTE            ;269997,24;269997,22112;228967,92
2023,0;10,0;SAPÉ-PB                                           ;2515302                       ;PB        ;NORDESTE            ;1197952,9699999997;1143828,8861199997;883164,9800000013
2023,0;10,0;SOLEDADE-PB                                       ;2516102                       ;PB        ;NORDESTE            ;224961,36;224961,34552;2,1
2023,0;10,0;AMARANTE-PI                                       ;2200509                       ;PI        ;NORDESTE            ;342422,0;342422,0000000001;0,0
2023,0;10,0;CAJAZEIRAS DO PIAUÍ-PI                            ;2202075                       ;PI        ;NORDESTE            ;149999,15;149999,15;0,0
2023,0;10,0;COLÔNIA DO PIAUÍ-PI                               ;2202778                       ;PI        ;NORDESTE            ;474993,18;474976,9952000001;0,0
2023,0;10,0;CRISTINO CASTRO-PI                                ;2203107                       ;PI        ;NORDESTE            ;50977,62;46876,83;0,0
2023,0;10,0;ESPERANTINA-PI                                    ;2203701                       ;PI        ;NORDESTE            ;816330,3099999999;816304,1134400001;0,0
2023,0;10,0;GILBUÉS-PI                                        ;2204402                       ;PI        ;NORDESTE            ;364091,25;364091,24248;0,0
2023,0;10,0;JACOBINA DO PIAUÍ-PI                              ;2205151                       ;PI        ;NORDESTE            ;145078,16;145078,1600000001;0,0
